assembly	member_kind	android_type	android_token	android_name	android_ordinal	switch_type	switch_token	switch_name	switch_ordinal	switch_rva_hex	rank	score	margin_to_second	status	type_pair_source	type_pair_authority	android_type_signature	switch_type_signature	evidence
Assembly-CSharp	method	KMKIHHLEAGA	0x06002557	JCIPBHDNKJJ	8	XmlUtils	0x06002ACE	ParseFloat	3	0x15C99A0	1	0.918837	0.419231	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Single(System.Xml.XmlAttribute,System.Single)	System.Single(System.Xml.XmlAttribute,System.Single)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=2;mapped=0|switch_script_rva_joined
Assembly-CSharp	method	KMKIHHLEAGA	0x06002558	GNLHPICNLLA	9	XmlUtils	0x06002ACF	ParseBool	4	0x15C9A10	1	0.920807	0.424615	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Boolean(System.Xml.XmlAttribute,System.Boolean)	System.Boolean(System.Xml.XmlAttribute,System.Boolean)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=2;mapped=0|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	method	KMKIHHLEAGA	0x06002559	CLKOPAKLMEE	10	XmlUtils	0x06002ACF	ParseBool	4	0x15C9A10	1	0.917392	0.424615	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Boolean(System.Xml.XmlAttribute,System.Boolean)	System.Boolean(System.Xml.XmlAttribute,System.Boolean)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=2;mapped=0|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	method	KMKIHHLEAGA	0x0600255A	OKDMJMDCCCB	11	XmlUtils	0x06002AD0	ParseString	5	0x15C9B40	1	0.919362	0.435385	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.String(System.Xml.XmlAttribute,System.String)	System.String(System.Xml.XmlAttribute,System.String)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=1;mapped=0|switch_script_rva_joined
Assembly-CSharp	method	KMKIHHLEAGA	0x06002571	NFOPGMKPEAJ	34	XmlUtils	0x06002ADE	OpenXMLDocument	19	0x15CB850	1	0.916210	0.559231	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Xml.XmlDocument(System.Xml.XmlReader)	System.Xml.XmlDocument(System.Xml.XmlReader)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=4;mapped=0|switch_script_rva_joined
Assembly-CSharp	method	KNPEKEDPFHN	0x0600245A	PALCFKPEPPF	1	Nekki.SF2.Core.Utils.CurrencyBaseValues	0x06002982	Parse	1	0xD3C990	1	0.930000	0.640000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=10;mapped=3|android_il_field_refs=1;mapped=1|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	method	KNPEKEDPFHN	0x0600245B	MMECNPCGCHJ	2	Nekki.SF2.Core.Utils.CurrencyBaseValues	0x06002983	GetBaseValue	2	0xD3CF50	1	0.930000	0.640000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Single(System.String)	System.Single(System.String)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=8;mapped=6|android_il_field_refs=2;mapped=2|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	method	LALBHECIPLD	0x0600191C	FCKADIEMEDK	0	Nekki.SF2.Core.Fights.StageType	0x06001370	GetStageByName	0	0xF330C0	1	1.000000	0.000000	AUTHORITATIVE	manual_reviewed_type	ACCEPTED	LALBHECIPLD+FDBBPEGEGMK(System.String)	Nekki.SF2.Core.Fights.StageType+Stage(System.String)	manual_reviewed_method_pair|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_literal_supports_switch_name|android_il_call_refs=2;mapped=0|android_il_literals=18|manual_evidence:exact seven stage-name literals and enum results|switch_script_rva_joined
Assembly-CSharp	field	LAPFHLGNAAF	0x04001775	IICJGJJGIMC	1	Nekki.SF2.Core.Utils.CurrencyStruct	0x04001DEF	<Count>k__BackingField	1		1	0.960000	0.780000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	CodeStage.AntiCheat.ObscuredTypes.ObscuredInt	CodeStage.AntiCheat.ObscuredTypes.ObscuredInt	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal
Assembly-CSharp	field	LBFKFBALMGA	0x040014B6	value__	0	SliderType	0x04001A02	value__	0		1	1.000000	0.807059	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	field	LFIMDCGEGBG	0x04001773	IICJGJJGIMC	1	Nekki.SF2.Core.Utils.MoneyStruct	0x04001DED	<Count>k__BackingField	1		1	0.960000	0.780000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	CodeStage.AntiCheat.ObscuredTypes.ObscuredInt	CodeStage.AntiCheat.ObscuredTypes.ObscuredInt	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal
Assembly-CSharp	field	LNELMKGKPJN	0x040013EC	value__	0	SceneTypes	0x0400190C	value__	0		1	1.000000	0.810000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	field	LPIMFGEBPDP	0x040014A3	value__	0	ConditionSubType	0x040019F8	value__	0		1	1.000000	0.840000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	field	MDBNGLBPGCG	0x04001402	value__	0	GameValueType	0x0400192B	value__	0		1	1.000000	0.830000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	field	MHOJFHKHIIL	0x040015F6	OHECKOIAAHO	3	Nekki.SF2.Core.Utils.Style	0x04001C0D	StyleMultiplier	3		1	1.000000	0.700000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Single	System.Single	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	field	MOKGEHOHDJK	0x04000DA8	value__	0	Nekki.SF2.Core.Fights.Rules.RuleAppliance	0x04000D25	value__	0		1	1.000000	0.830000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	method	NBFEDMCCKPJ	0x060012EE	PALCFKPEPPF	2	Nekki.SF2.Core.Fights.Model.Animation.Moves.Events.EventIntervalStart	0x06000C97	Parse	2	0x1015730	1	0.930000	0.616667	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=1|android_il_field_refs=2;mapped=1|android_il_literals=8|switch_script_rva_joined
Assembly-CSharp	method	NCEILOIPOOE	0x06001BE5	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionSessionSettings	0x06001C50	Parse	1	0xD89CA0	1	0.930000	0.470000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=3;mapped=2|android_il_literals=2|switch_script_rva_joined
Assembly-CSharp	field	NIDJICDJLHC	0x04000F27	MENAJEAJJBE	0	Nekki.SF2.Core.Network.GiveItemLogin	0x04001237	Name	0		1	1.000000	0.700000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.String	System.String	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	field	NIDJICDJLHC	0x04000F2A	BMPAJCILLOP	3	Nekki.SF2.Core.Network.GiveItemLogin	0x0400123A	Equip	3		1	1.000000	0.700000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Boolean	System.Boolean	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	field	NKFFAPINAHC	0x040020BE	value__	0	Nekki.SF2.GUI.TableViewOrientation	0x04003241	value__	0		1	1.000000	0.860000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	method	NMCKMGOCCBO	0x06002225	PALCFKPEPPF	4	Nekki.SF2.Core.Utils.Perks.PerkActionVariable	0x060026B0	Parse	4	0xF6B900	1	0.930000	0.545000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=17;mapped=8|android_il_field_refs=1;mapped=0|android_il_literals=2|switch_script_rva_joined
Assembly-CSharp	field	NMIMFBKDALL	0x04000AE2	value__	0	Nekki.SF2.Core.Fights.Model.Components.Edges.EdgeSubType	0x04000A11	value__	0		1	1.000000	0.860000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	method	NMOAACKEMIL	0x06001BF0	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionSetLanguage	0x06001C5C	Parse	1	0xD8A5C0	1	0.930000	0.470000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=2;mapped=1|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	method	NNCLPHKBNJD	0x06001B35	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionAttachFile	0x06001B7C	Parse	1	0xD73F40	1	0.930000	0.470000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=2;mapped=1|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	field	NPIPAOAPBCK	0x04001BFC	value__	0	Nekki.SF2.GUI.Fight.ComboTypeEvent	0x040029E5	value__	0		1	1.000000	0.840000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	method	OBIJPKHAMGI	0x060024E1	KFPKAILMJAA	0	Util	0x06002A29	Swap	0		1	0.910000	0.688462	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(!m0&,!m0&)	System.Void(!m0&,!m0&)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal
Assembly-CSharp	field	OCNFDKBACBK	0x04001085	PJALFNFOBGO	2	Nekki.SF2.Core.Quests.Actions.QuestActionStoryTutorialMove	0x04001406	_WaitTimeCoroutine	2		1	1.000000	0.700000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Collections.IEnumerator	System.Collections.IEnumerator	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	field	OCNFDKBACBK	0x04001086	MCOIHOFKLHA	3	Nekki.SF2.Core.Quests.Actions.QuestActionStoryTutorialMove	0x04001407	_LastAnimationIsMove	3		1	1.000000	0.700000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Boolean	System.Boolean	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	field	OIPHFIEDJKL	0x04001FC5	value__	0	Nekki.SF2.GUI.Shop.ShopSection	0x04003142	value__	0		1	1.000000	0.813333	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	field	OKBKNMCOIEN	0x040012F7	DJNLHKDBFIN	0	Nekki.SF2.Core.StageSF.SecurityModule	0x040016B2	_CheckStarted	0		1	1.000000	0.760000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Boolean	System.Boolean	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	field	OLHMJFIOMHL	0x04001BF5	value__	0	Nekki.SF2.GUI.Fight.ComboTypes	0x040029DE	value__	0		1	1.000000	0.820000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	method	OLJMADEOLID	0x06001BE8	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionSetCurrentZone	0x06001C53	Parse	1	0xD89F00	1	0.930000	0.470000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=2;mapped=1|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	method	PCGOIFOINKC	0x06001B82	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionEndTimer	0x06001BE3	Parse	1	0xD7FDA0	1	0.930000	0.470000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=2;mapped=1|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	field	PCKPFBFHKJH	0x040013D2	value__	0	ItemAction	0x040018F0	value__	0		1	1.000000	0.806000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	method	PHFCNOBALGE	0x0600127E	PALCFKPEPPF	3	Nekki.SF2.Core.Fights.Model.Animation.Moves.Actions.ActionZoomEffect	0x06000C22	Parse	3	0x100DFF0	1	0.930000	0.446667	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=5;mapped=3|android_il_field_refs=3;mapped=3|android_il_literals=4|switch_script_rva_joined
Assembly-CSharp	method	PIOKMDENJFB	0x060017FA	FBGPMKDJLNE	1	Nekki.SF2.Core.Fights.Rules.CrazyRule	0x0600124B	CompareSingle	1	0xEB1860	1	0.930000	0.640000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Boolean(System.Object)	System.Boolean(System.Object)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=1;mapped=1|android_il_field_refs=3;mapped=3|android_il_literals=2|switch_script_rva_joined
Assembly-CSharp	method	PIOKMDENJFB	0x060017FB	PALCFKPEPPF	2	Nekki.SF2.Core.Fights.Rules.CrazyRule	0x0600124C	Parse	2	0xEB1990	1	0.930000	0.640000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=2;mapped=2|android_il_field_refs=1;mapped=1|switch_script_rva_joined
Assembly-CSharp	field	PJMEMGHKKBM	0x0400142A	value__	0	BattleType	0x0400195D	value__	0		1	1.000000	0.805217	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	method	PMOKJKOPOPJ	0x06002175	PBOJBHFADMO	8	Nekki.SF2.Core.Utils.ItemBuyHelper	0x060025BD	BuyImmediatelyDelivery	10	0xF5F170	1	0.930000	0.409333	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Boolean(System.String)	System.Boolean(System.String)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=3;mapped=3|switch_script_rva_joined
Assembly-CSharp	method	PNODHDPKBMN	0x06001B40	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionChangePlayerAvatar	0x06001B8B	Parse	1	0xD75420	1	0.930000	0.446667	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=2;mapped=1|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	method	PNODHDPKBMN	0x06001B42	FELIKPANLMO	3	Nekki.SF2.Core.Quests.Actions.QuestActionChangePlayerAvatar	0x06001B8D	GetValues	3	0xD75610	1	0.930000	0.476667	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.String&)	System.Void(System.String&)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=5;mapped=2|android_il_field_refs=2;mapped=2|switch_script_rva_joined
